날짜,hs_code,품목명,국가명,수출입구분,수출금액,중량
2023-10-01,8418,기계,중국,Export,411341121,2749.8893994291675
2023-11-01,8420,기계,중국,Export,451635045,3293.172801661487
2023-12-01,8495,기계,중국,Import,0,1742.5194321172764
2024-01-01,8471,기계,중국,Import,0,2158.581766453852
2024-02-01,8491,기계,중국,Export,376924905,3290.623165920203
2024-03-01,8478,기계,중국,Export,405035981,4234.312899392949
2024-04-01,8425,기계,중국,Import,0,
2024-05-01,8479,기계,중국,Export,429311256,1213.179829415223
2024-06-01,8472,기계,중국,Export,176786245,4345.293919831576
2024-07-01,8430,기계,중국,Import,0,1589.3373660795467
2024-08-01,8485,기계,중국,Import,0,
2024-09-01,8415,기계,중국,Export,338658832,2846.1590918041557
2024-10-01,8447,기계,중국,Export,121097887,1969.8985053492804
2024-11-01,8487,기계,중국,Export,244744330,188.20043583155342
2024-12-01,8496,기계,중국,Import,0,3567.672799020032
2025-01-01,8428,기계,중국,Import,0,188.23212244222705
2025-02-01,8428,기계,중국,Export,437649381,651.6439130184914
2025-03-01,8449,기계,중국,Export,139024734,326.0054652450958
2025-04-01,8423,기계,중국,Import,0,1556.4652577722243
2025-05-01,8477,기계,중국,Export,41600722,4398.473340094782
2025-06-01,8495,기계,중국,Export,447228224,
2025-07-01,8457,기계,중국,Import,0,2955.753491909099
2025-08-01,8430,기계,중국,Export,41184045,4173.730220489979
2025-09-01,8482,기계,중국,Import,0,3379.0812883965846
2025-10-01,8474,기계,중국,Import,0,3502.807235040473
2025-11-01,8455,기계,중국,Export,389201031,3049.4248119741446
2025-12-01,8430,기계,중국,Export,319340701,2999.316095300995
2021-01-01,8580,반도체,일본,Import,0,1247.5037893958797
2021-02-01,8575,반도체,일본,Export,143068694,2417.1959507734337
2021-03-01,8547,반도체,일본,Export,44756785,1346.5187461250503
2021-04-01,8536,반도체,일본,Export,78611807,1456.3901081773984
2021-05-01,8549,반도체,일본,Export,240174443,2292.5938924800435
2021-06-01,8570,반도체,일본,Export,12697841,137.5537599812041
2021-07-01,8548,반도체,일본,Export,403266982,2903.038352509574
2021-08-01,8518,반도체,일본,Export,410174265,1494.355278638198
2021-09-01,8568,반도체,일본,Import,0,4383.690370957362
2021-10-01,8528,반도체,일본,Export,230792539,4654.190802918259
2021-11-01,8528,반도체,일본,Export,211400326,4547.293912527119
2021-12-01,8542,반도체,일본,Export,413657288,4779.796506276446
2022-01-01,8555,반도체,일본,Export,35056336,
2022-02-01,8591,반도체,일본,Import,0,3359.9312996924705
2022-03-01,8528,반도체,일본,Export,302197544,2792.9599179385036
2022-04-01,8524,반도체,일본,Export,377426874,2122.1090978086436
2022-05-01,8560,반도체,일본,Import,0,149.64280173594256
2022-06-01,8548,반도체,일본,Import,0,3647.46797178386
2022-07-01,8547,반도체,일본,Import,0,4957.189810994802
2022-08-01,8521,반도체,일본,Export,154569946,2481.4024196082546
2022-09-01,8594,반도체,일본,Import,0,1158.6516885572673
2022-10-01,8547,반도체,일본,Import,0,3493.214850679204
2022-11-01,8582,반도체,일본,Import,0,3966.0272836118875
2022-12-01,8576,반도체,일본,Export,230560446,2938.4051337205815
2023-01-01,8584,반도체,일본,Import,0,1918.744874844375
2023-02-01,8542,반도체,일본,Export,267648173,2607.2387942494074
2023-03-01,8546,반도체,일본,Export,446147547,1794.7995576155013
2023-04-01,8569,반도체,일본,Import,0,132.88091248989377
2023-05-01,8520,반도체,일본,Export,162496572,3417.891134701546
2023-06-01,8565,반도체,일본,Export,494137623,2324.6079438609627
2023-07-01,8578,반도체,일본,Export,121958505,4889.515378152802
2023-08-01,8535,반도체,일본,Export,29108046,251.6833755047833
2023-09-01,8559,반도체,일본,Export,163471067,820.6030677762831
2023-10-01,8546,반도체,일본,Export,478400226,1638.436915149029
2023-11-01,8582,반도체,일본,Export,492166449,1513.1866453118541
2023-12-01,8531,반도체,일본,Export,275289727,855.3107115745868
2024-01-01,8595,반도체,일본,Import,0,4208.891153023858
2024-02-01,8560,반도체,일본,Export,96813753,2586.4871939867367
2024-03-01,8520,반도체,일본,Export,283277324,1801.657491249487
2024-04-01,8522,반도체,일본,Import,0,2495.599375783012
2024-05-01,8591,반도체,일본,Export,315468919,2889.9490697931856
2024-06-01,8594,반도체,일본,Import,0,4277.533131317612
2024-07-01,8573,반도체,일본,Export,300577105,3035.6908666975933
2024-08-01,8530,반도체,일본,Import,0,
2024-09-01,8550,반도체,일본,Export,439774384,4725.80625974445
2024-10-01,8557,반도체,일본,Export,55899486,3797.6439858330996
2024-11-01,8584,반도체,일본,Export,109579314,3832.811137750716
2024-12-01,8590,반도체,일본,Import,0,4905.622783558804
2025-01-01,8513,반도체,일본,Export,405228777,2434.7685805136343
2025-02-01,8554,반도체,일본,Export,225183410,4250.147385614597
2025-03-01,8547,반도체,일본,Export,135463306,250.87124333619445
2025-04-01,8589,반도체,일본,Import,0,
2025-05-01,8519,반도체,일본,Import,0,1567.0383830212381
2025-06-01,8533,반도체,일본,Import,0,2690.032737638766
2025-07-01,8517,반도체,일본,Export,497377834,
2025-08-01,8545,반도체,일본,Import,0,3728.333046572244
2025-09-01,8514,반도체,일본,Import,0,4064.9975385812522
2025-10-01,8572,반도체,일본,Export,53416309,
2025-11-01,8539,반도체,일본,Export,22004239,1600.0729703100067
2025-12-01,8586,반도체,일본,Export,474367132,454.35072876389916
2021-01-01,8725,자동차,일본,Export,344056835,653.3650491614554
2021-02-01,8769,자동차,일본,Export,81146291,3579.5392764663625
2021-03-01,8743,자동차,일본,Export,147692204,4037.0654421547347
2021-04-01,8736,자동차,일본,Export,20793191,2957.961713034966
2021-05-01,8739,자동차,일본,Export,489700746,3057.1161706125554
2021-06-01,8795,자동차,일본,Export,102042997,3626.978121437962
2021-07-01,8781,자동차,일본,Export,281782100,3221.745101696434
2021-08-01,8762,자동차,일본,Export,403939668,2807.2547402986565
2021-09-01,8796,자동차,일본,Import,0,2067.0835914746485
2021-10-01,8784,자동차,일본,Export,143058053,2071.9885234249778
2021-11-01,8735,자동차,일본,Export,360368972,3008.08023858208
2021-12-01,8717,자동차,일본,Export,11871762,1309.436959089321
2022-01-01,8720,자동차,일본,Import,0,736.6566302249363
2022-02-01,8777,자동차,일본,Import,0,4470.1735095726
2022-03-01,8765,자동차,일본,Export,482398424,537.5186701753073
2022-04-01,8742,자동차,일본,Export,465783773,4236.81864178851
2022-05-01,8794,자동차,일본,Import,0,3365.2885265332116
2022-06-01,8726,자동차,일본,Export,341293033,4725.513296279727
2022-07-01,8792,자동차,일본,Import,0,336.11146072715155
2022-08-01,8737,자동차,일본,Export,434251880,2432.241881957114
2022-09-01,8780,자동차,일본,Import,0,2140.871716329007
2022-10-01,8725,자동차,일본,Export,191869191,4361.839565740383
2022-11-01,8796,자동차,일본,Import,0,1546.9772401019807
2022-12-01,8727,자동차,일본,Import,0,
2023-01-01,8763,자동차,일본,Export,107615484,4462.053512917254
2023-02-01,8766,자동차,일본,Export,413421620,3931.87514117154
2023-03-01,8783,자동차,일본,Export,17199760,1957.5608384924874
2023-04-01,8723,자동차,일본,Export,212684910,2515.0364637924886
2023-05-01,8763,자동차,일본,Export,140670846,3651.7968466435836
2023-06-01,8774,자동차,일본,Export,162813290,3892.5577529485363
2023-07-01,8767,자동차,일본,Export,429993484,
2023-08-01,8743,자동차,일본,Export,99052203,2233.9873648137345
2023-09-01,8764,자동차,일본,Export,263800658,1805.6684065246116
2023-10-01,8752,자동차,일본,Import,0,2787.0719773587043
2023-11-01,8741,자동차,일본,Export,450294696,3937.6722251632673
2023-12-01,8795,자동차,일본,Import,0,4507.330541475898
2024-01-01,8737,자동차,일본,Export,241966431,392.6107959573577
2024-02-01,8718,자동차,일본,Export,127187801,2700.613040905496
2024-03-01,8741,자동차,일본,Export,47046469,1891.8356664807195
2024-04-01,8766,자동차,일본,Export,314982684,3928.477093161795
2024-05-01,8762,자동차,일본,Export,268359938,4541.462723180741
2024-06-01,8774,자동차,일본,Export,179144182,4595.680631346752
2024-07-01,8756,자동차,일본,Import,0,3480.9987128138227
2024-08-01,8793,자동차,일본,Import,0,2293.5997845110496
2024-09-01,8736,자동차,일본,Import,0,1835.9120477211284
2024-10-01,8715,자동차,일본,Export,144604869,4054.1309053315686
2024-11-01,8722,자동차,일본,Export,234712992,2848.284870476826
2024-12-01,8742,자동차,일본,Export,77129540,4975.408709692955
2025-01-01,8779,자동차,일본,Export,63357723,3219.0393690914366
2025-02-01,8768,자동차,일본,Export,490760428,2890.744919878808
2025-03-01,8728,자동차,일본,Export,96286780,
2025-04-01,8738,자동차,일본,Export,454870408,4724.137804819082
2025-05-01,8775,자동차,일본,Import,0,2024.6895014657825
2025-06-01,8774,자동차,일본,Import,0,3928.6093190105908
2025-07-01,8795,자동차,일본,Export,305501510,4193.498371126417
2025-08-01,8737,자동차,일본,Export,122051622,3208.382075471267
2025-09-01,8775,자동차,일본,Export,262194972,4060.549653824094
2025-10-01,8776,자동차,일본,Export,448374970,102.16962904231863
2025-11-01,8736,자동차,일본,Export,477875026,2523.9084289972884
2025-12-01,8776,자동차,일본,Import,0,3795.8983694004114
2021-01-01,7287,철강,일본,Export,314799385,4962.967217936417
2021-02-01,7291,철강,일본,Import,0,1277.9546731781838
2021-03-01,7296,철강,일본,Export,257919374,
2021-04-01,7226,철강,일본,Export,82607184,3429.794642956151
2021-05-01,7220,철강,일본,Import,0,2194.758973507747
2021-06-01,7269,철강,일본,Export,220750409,4528.412101698196
2021-07-01,7287,철강,일본,Export,392379096,2434.045093175384
2021-08-01,7217,철강,일본,Export,101206589,1724.6670254292494
2021-09-01,7277,철강,일본,Export,154668483,4409.533196567819
2021-10-01,7236,철강,일본,Import,0,1727.7360622664626
2021-11-01,7213,철강,일본,Export,84281586,4391.827109233579
2021-12-01,7232,철강,일본,Export,466194885,2019.93742008915
2022-01-01,7269,철강,일본,Export,266029988,367.70865800476423
2022-02-01,7247,철강,일본,Export,14944397,2243.6614403802278
2022-03-01,7277,철강,일본,Import,0,1199.0380680967207
2022-04-01,7278,철강,일본,Import,0,3087.1919571188196
2022-05-01,7236,철강,일본,Import,0,714.2467313826895
2022-06-01,7248,철강,일본,Export,118039332,3836.16613393021
2022-07-01,7225,철강,일본,Export,48443349,2768.0350996089387
2022-08-01,7218,철강,일본,Export,141734903,3179.3268323530947
2022-09-01,7257,철강,일본,Export,155314356,3600.6784039490867
2022-10-01,7274,철강,일본,Export,357159951,943.237223546771
2022-11-01,7275,철강,일본,Import,0,3600.200515101488
2022-12-01,7232,철강,일본,Export,71311375,4267.310912328105
2023-01-01,7250,철강,일본,Import,0,1792.1755659999503
2023-02-01,7212,철강,일본,Export,68248451,3847.123793233768
2023-03-01,7273,철강,일본,Import,0,1964.5367783624831
2023-04-01,7277,철강,일본,Export,198333968,223.44772840022387
2023-05-01,7267,철강,일본,Export,311796838,4232.062645588372
2023-06-01,7238,철강,일본,Export,410392789,2777.5085487814517
2023-07-01,7274,철강,일본,Import,0,2463.0953701357416
2023-08-01,7271,철강,일본,Import,0,2043.1130417508198
2023-09-01,7229,철강,일본,Import,0,3162.643011817508
2023-10-01,7266,철강,일본,Export,400373884,1327.292704083245
2023-11-01,7225,철강,일본,Export,491133792,3177.1675747600807
2023-12-01,7221,철강,일본,Export,150940037,1603.205337658492
2024-01-01,7214,철강,일본,Import,0,
2024-02-01,7271,철강,일본,Export,51120572,1733.9667086204513
2024-03-01,7256,철강,일본,Import,0,4912.042731378217
2024-04-01,7296,철강,일본,Export,107506148,2149.835934101173
2024-05-01,7238,철강,일본,Export,169374413,4712.234996385073
2024-06-01,7271,철강,일본,Export,264163487,978.8869418598313
2024-07-01,7271,철강,일본,Export,282192757,1030.0949845635644
2024-08-01,7258,철강,일본,Export,204830065,1394.9536894773325
2024-09-01,7289,철강,일본,Export,319043230,2793.0707158007076
2024-10-01,7264,철강,일본,Export,47719938,470.3597078849282
2024-11-01,7263,철강,일본,Export,350940764,2344.308837174468
2024-12-01,7262,철강,일본,Import,0,4828.575310326912
2025-01-01,7257,철강,일본,Export,295942913,2676.2054758397608
2025-02-01,7277,철강,일본,Import,0,618.9384415784124
2025-03-01,7231,철강,일본,Export,470137977,132.7424331970501
2025-04-01,7239,철강,일본,Export,343254823,
2025-05-01,7258,철강,일본,Import,0,4704.29240533819
2025-06-01,7255,철강,일본,Export,102384896,3395.0564403226413
2025-07-01,7236,철강,일본,Import,0,553.8648669516992
2025-08-01,7237,철강,일본,Export,432046616,4104.536325697423
2025-09-01,7228,철강,일본,Export,298832454,3105.1292559481576
2025-10-01,7293,철강,일본,Export,109972086,3304.571052465026
2025-11-01,7261,철강,일본,Export,16735321,1317.043675812021
2025-12-01,7257,철강,일본,Export,456472459,1838.8180706561243
2021-01-01,8442,기계,일본,Import,0,497.63097482757183
2021-02-01,8447,기계,일본,Import,0,2518.1548615566003
2021-03-01,8412,기계,일본,Export,312223967,3740.119318972901
2021-04-01,8460,기계,일본,Import,0,2194.72868674812
2021-05-01,8448,기계,일본,Import,0,1905.3997075912366
2021-06-01,8465,기계,일본,Export,395812939,2115.563385845805
2021-07-01,8449,기계,일본,Export,226847302,3281.67939042672
2021-08-01,8472,기계,일본,Export,153267724,
2021-09-01,8416,기계,일본,Export,37526277,2506.3690739775093
2021-10-01,8464,기계,일본,Import,0,156.31311916076504
2021-11-01,8494,기계,일본,Import,0,445.4105336514088
2021-12-01,8480,기계,일본,Import,0,4149.791641959236
2022-01-01,8410,기계,일본,Export,161805368,1324.789037348344
2022-02-01,8430,기계,일본,Import,0,475.5154517287192
2022-03-01,8455,기계,일본,Export,457756337,4768.793583312279
2022-04-01,8467,기계,일본,Export,471149198,4393.965222397326
2022-05-01,8444,기계,일본,Import,0,2655.837040455655
2022-06-01,8485,기계,일본,Export,430794496,3766.943682962125
2022-07-01,8438,기계,일본,Export,235002724,2114.358683514155
2022-08-01,8432,기계,일본,Export,220508210,3729.0681295824156
2022-09-01,8427,기계,일본,Export,155425474,2752.7110897706166
2022-10-01,8441,기계,일본,Export,446519212,1283.5305243382406
2022-11-01,8445,기계,일본,Export,68023369,1138.2822191565344
2022-12-01,8456,기계,일본,Import,0,1247.5965175390372
2023-01-01,8481,기계,일본,Import,0,2132.2055521406082
2023-02-01,8476,기계,일본,Export,351250605,3540.5158712909642
2023-03-01,8422,기계,일본,Export,436558213,3193.9527139700444
2023-04-01,8458,기계,일본,Import,0,4672.323448600711
2023-05-01,8426,기계,일본,Export,111063535,2020.1109286213273
2023-06-01,8458,기계,일본,Import,0,3904.7975829899888
2023-07-01,8412,기계,일본,Export,284732364,3179.2896374114766
2023-08-01,8434,기계,일본,Export,368345094,3516.649553363899
2023-09-01,8495,기계,일본,Import,0,2476.9638338997465
2023-10-01,8487,기계,일본,Export,260175279,4120.9339126152745
2023-11-01,8420,기계,일본,Import,0,2000.3478405929632
2023-12-01,8457,기계,일본,Export,111898616,305.72860165698233
2024-01-01,8445,기계,일본,Export,425484663,2773.3673950788243
2024-02-01,8486,기계,일본,Export,403869127,2224.0139405026084
2024-03-01,8476,기계,일본,Export,117854549,1817.5506180021928
2024-04-01,8471,기계,일본,Export,193495395,
2024-05-01,8439,기계,일본,Export,116657025,3342.2530131592966
2024-06-01,8470,기계,일본,Export,60802504,338.4225519423952
2024-07-01,8467,기계,일본,Export,393160388,3783.560262739618
2024-08-01,8490,기계,일본,Export,17167846,1115.4872688675036
2024-09-01,8418,기계,일본,Export,180011703,2014.7002464152217
2024-10-01,8412,기계,일본,Export,222249924,3894.083146428516
2024-11-01,8471,기계,일본,Export,86673590,2422.2139785689033
2024-12-01,8417,기계,일본,Import,0,1008.3266175043062
2025-01-01,8485,기계,일본,Export,364928759,3754.191557473018
2025-02-01,8459,기계,일본,Import,0,4126.97163826826
2025-03-01,8471,기계,일본,Export,349255872,1393.903724999222
2025-04-01,8410,기계,일본,Export,269074965,4146.996765848549
2025-05-01,8436,기계,일본,Import,0,1396.711631934251
2025-06-01,8413,기계,일본,Import,0,4918.19771841049
2025-07-01,8493,기계,일본,Export,190490134,
2025-08-01,8479,기계,일본,Export,213468076,4453.474138622311
2025-09-01,8455,기계,일본,Import,0,1682.8339941950599
2025-10-01,8438,기계,일본,Import,0,3367.1823579410966
2025-11-01,8463,기계,일본,Import,0,4839.591578879191
2025-12-01,8470,기계,일본,Import,0,4052.658759831401
2021-01-01,8544,반도체,베트남,Import,0,1589.748334995198
2021-02-01,8584,반도체,베트남,Export,186609145,3940.3174302686584
2021-03-01,8557,반도체,베트남,Import,0,
2021-04-01,8558,반도체,베트남,Export,383528286,290.79628176956146
2021-05-01,8512,반도체,베트남,Export,316060883,4335.722909654984
2021-06-01,8570,반도체,베트남,Export,322777897,3691.7177361789313
2021-07-01,8534,반도체,베트남,Import,0,3024.574196750021
2021-08-01,8564,반도체,베트남,Export,313078258,3202.056002147614
2021-09-01,8559,반도체,베트남,Export,328259375,4041.6288924196197
2021-10-01,8584,반도체,베트남,Import,0,4180.876319158471
2021-11-01,8596,반도체,베트남,Export,463273115,
2021-12-01,8598,반도체,베트남,Export,327833088,1448.9122459141147
2022-01-01,8513,반도체,베트남,Export,212775458,
2022-02-01,8590,반도체,베트남,Import,0,
2022-03-01,8568,반도체,베트남,Import,0,4206.959377444348
2022-04-01,8512,반도체,베트남,Export,323125757,4772.321979472393
2022-05-01,8558,반도체,베트남,Export,145736136,4614.40680984358
2022-06-01,8549,반도체,베트남,Export,301100562,
2022-07-01,8590,반도체,베트남,Import,0,4416.767727634321
2022-08-01,8516,반도체,베트남,Export,255772092,4883.31617744161
2022-09-01,8596,반도체,베트남,Export,150394578,4032.937530529355
2022-10-01,8590,반도체,베트남,Import,0,4869.5748339076235
2022-11-01,8529,반도체,베트남,Import,0,2233.4288662611043
2022-12-01,8551,반도체,베트남,Export,469602963,517.0070819869482
2023-01-01,8567,반도체,베트남,Export,122389230,2398.6253341331358
2023-02-01,8561,반도체,베트남,Export,224843790,2696.4181793337784
2023-03-01,8581,반도체,베트남,Export,225472838,1464.0055601470174
2023-04-01,8517,반도체,베트남,Export,117656327,200.55199217369352
2023-05-01,8545,반도체,베트남,Import,0,406.5677268753127
2023-06-01,8591,반도체,베트남,Export,177896121,4336.828717104886
2023-07-01,8511,반도체,베트남,Export,416363974,3562.7101150207295
2023-08-01,8573,반도체,베트남,Export,294542551,2576.9929259103333
2023-09-01,8569,반도체,베트남,Export,249038816,503.1343889576032
2023-10-01,8566,반도체,베트남,Export,360441362,1481.4033102331728
2023-11-01,8598,반도체,베트남,Import,0,3369.340452251487
2023-12-01,8524,반도체,베트남,Import,0,719.146758441102
2024-01-01,8549,반도체,베트남,Import,0,1056.315934371387
2024-02-01,8572,반도체,베트남,Export,284193638,3466.4918378541547
2024-03-01,8557,반도체,베트남,Import,0,1708.3422178238632
2024-04-01,8571,반도체,베트남,Export,452616027,4460.430259720084
2024-05-01,8586,반도체,베트남,Export,293864088,2499.1598640461993
2024-06-01,8548,반도체,베트남,Export,466838151,3733.852835313749
2024-07-01,8562,반도체,베트남,Import,0,1171.6780215855579
2024-08-01,8531,반도체,베트남,Export,305886981,2925.408634935617
2024-09-01,8515,반도체,베트남,Export,193528639,4008.8880904062485
2024-10-01,8558,반도체,베트남,Import,0,2908.793652802998
2024-11-01,8550,반도체,베트남,Export,133796555,2648.362899444637
2024-12-01,8513,반도체,베트남,Export,10320161,4366.278267215037
2025-01-01,8586,반도체,베트남,Export,123707312,1400.3135468496796
2025-02-01,8533,반도체,베트남,Export,248203937,
2025-03-01,8517,반도체,베트남,Export,463016009,3950.4819627950283
2025-04-01,8537,반도체,베트남,Export,382682064,857.0117996241364
2025-05-01,8526,반도체,베트남,Import,0,4682.343224959817
2025-06-01,8591,반도체,베트남,Export,93647098,249.27206291390462
2025-07-01,8549,반도체,베트남,Import,0,3383.1594352570773
2025-08-01,8562,반도체,베트남,Export,34619074,271.0666080154966
2025-09-01,8563,반도체,베트남,Export,498235163,4000.436271893688
2025-10-01,8541,반도체,베트남,Export,34311042,3650.5316055533817
2025-11-01,8581,반도체,베트남,Export,461960067,3508.560796534884
2025-12-01,8520,반도체,베트남,Export,288547800,3292.426848311573
2021-01-01,8794,자동차,베트남,Export,287232961,4652.809114337268
2021-02-01,8746,자동차,베트남,Export,377218742,2212.4507849753245
2021-03-01,8720,자동차,베트남,Export,153333048,1727.807297641876
2021-04-01,8737,자동차,베트남,Export,302673285,3301.579142545535
2021-05-01,8747,자동차,베트남,Export,474109116,4435.790076710421
2021-06-01,8752,자동차,베트남,Export,176487418,2332.533866542533
2021-07-01,8769,자동차,베트남,Export,495153334,1628.2092352422537
2021-08-01,8737,자동차,베트남,Import,0,1782.5948406704567
2021-09-01,8781,자동차,베트남,Export,470108246,2318.787199633492
2021-10-01,8725,자동차,베트남,Export,357964993,1437.4549741842904
2021-11-01,8743,자동차,베트남,Import,0,
2021-12-01,8729,자동차,베트남,Import,0,2931.666452201033
2022-01-01,8767,자동차,베트남,Import,0,3942.610254389808
2022-02-01,8753,자동차,베트남,Import,0,2071.7906705666273
2022-03-01,8796,자동차,베트남,Export,154585451,1564.3999627692508
2022-04-01,8775,자동차,베트남,Import,0,1776.3273422316108
2022-05-01,8795,자동차,베트남,Import,0,2480.505401671894
2022-06-01,8761,자동차,베트남,Export,369602734,3197.966939252519
2022-07-01,8779,자동차,베트남,Import,0,1785.392664132659
2022-08-01,8727,자동차,베트남,Import,0,4377.7950307456085
2022-09-01,8749,자동차,베트남,Import,0,
2022-10-01,8770,자동차,베트남,Export,392194280,
2022-11-01,8768,자동차,베트남,Export,490478431,
2022-12-01,8774,자동차,베트남,Export,352855550,3123.0257341840593
2023-01-01,8748,자동차,베트남,Import,0,2883.0740568487945
2023-02-01,8763,자동차,베트남,Import,0,
2023-03-01,8765,자동차,베트남,Import,0,
2023-04-01,8764,자동차,베트남,Export,116947337,4948.215652320195
2023-05-01,8763,자동차,베트남,Import,0,
2023-06-01,8789,자동차,베트남,Export,187654300,4048.0011757742677
2023-07-01,8726,자동차,베트남,Export,418949566,1855.8398176912015
2023-08-01,8723,자동차,베트남,Export,196685724,4061.1881205790855
2023-09-01,8740,자동차,베트남,Import,0,4669.518904254629
2023-10-01,8758,자동차,베트남,Export,216172988,3048.242603689651
2023-11-01,8715,자동차,베트남,Export,88997217,3316.407057153219
2023-12-01,8723,자동차,베트남,Export,423982540,1197.5144747388977
2024-01-01,8772,자동차,베트남,Export,469856257,
2024-02-01,8744,자동차,베트남,Export,207571800,4184.855651328344
2024-03-01,8726,자동차,베트남,Import,0,4815.081088384868
2024-04-01,8779,자동차,베트남,Export,341153233,
2024-05-01,8777,자동차,베트남,Export,282600723,242.8604115082361
2024-06-01,8737,자동차,베트남,Export,263955326,3579.562355052669
2024-07-01,8724,자동차,베트남,Import,0,4794.778243705226
2024-08-01,8766,자동차,베트남,Export,149992801,547.733113816005
2024-09-01,8748,자동차,베트남,Import,0,4139.91043626229
2024-10-01,8715,자동차,베트남,Import,0,1262.007883290785
2024-11-01,8715,자동차,베트남,Export,133072941,4236.640393902101
2024-12-01,8783,자동차,베트남,Export,290790678,
2025-01-01,8720,자동차,베트남,Export,359294537,3513.806046040068
2025-02-01,8792,자동차,베트남,Import,0,3388.356469721283
2025-03-01,8793,자동차,베트남,Import,0,3134.7829252708657
2025-04-01,8718,자동차,베트남,Export,305729115,3331.579310091503
2025-05-01,8782,자동차,베트남,Export,98779806,3151.491675875221
2025-06-01,8796,자동차,베트남,Export,214424775,885.1054447848808
2025-07-01,8734,자동차,베트남,Export,400633425,3648.739483298551
2025-08-01,8750,자동차,베트남,Export,35671734,882.1620170176194
2025-09-01,8784,자동차,베트남,Export,21616799,4191.241307902578
2025-10-01,8773,자동차,베트남,Import,0,
2025-11-01,8784,자동차,베트남,Import,0,147.46572543074194
2025-12-01,8725,자동차,베트남,Export,15538242,3958.1225949314376
2021-01-01,7285,철강,베트남,Export,188415259,
2021-02-01,7236,철강,베트남,Export,357625043,1430.3108124592854
2021-03-01,7255,철강,베트남,Export,105279345,556.660985857204
2021-04-01,7272,철강,베트남,Import,0,1207.787447951757
2021-05-01,7289,철강,베트남,Export,104692213,347.74002100174084
2021-06-01,7232,철강,베트남,Export,113451711,
2021-07-01,7246,철강,베트남,Export,366489322,2473.5168094441615
2021-08-01,7286,철강,베트남,Export,290277980,4046.6184135699327
2021-09-01,7229,철강,베트남,Export,369613634,1798.1379231010833
2021-10-01,7227,철강,베트남,Import,0,269.8962507077253
2021-11-01,7222,철강,베트남,Export,130794753,4882.5602231409985
2021-12-01,7245,철강,베트남,Import,0,644.5720219268608
2022-01-01,7288,철강,베트남,Export,414771695,3398.151441464963
2022-02-01,7229,철강,베트남,Export,331629071,2722.2464350337164
2022-03-01,7253,철강,베트남,Import,0,4963.650797890041
2022-04-01,7228,철강,베트남,Export,92840271,1823.8445314107273
2022-05-01,7240,철강,베트남,Export,151825365,2391.6379411758976
2022-06-01,7211,철강,베트남,Export,313198317,3360.2895212526314
2022-07-01,7248,철강,베트남,Export,467872188,3476.5295033663256
2022-08-01,7213,철강,베트남,Export,305564161,2665.6426810477974
2022-09-01,7284,철강,베트남,Import,0,1540.9305646662112
2022-10-01,7211,철강,베트남,Export,305210217,
2022-11-01,7259,철강,베트남,Import,0,4249.747399701869
2022-12-01,7263,철강,베트남,Export,305543558,3444.409051734836
2023-01-01,7247,철강,베트남,Import,0,190.0920965428267
2023-02-01,7286,철강,베트남,Import,0,3295.9532303489596
2023-03-01,7231,철강,베트남,Import,0,3536.7780992424814
2023-04-01,7241,철강,베트남,Export,244478901,4651.411794243271
2023-05-01,7282,철강,베트남,Export,315138818,4053.112062566718
2023-06-01,7275,철강,베트남,Export,218935194,2785.911493367308
2023-07-01,7240,철강,베트남,Export,404707697,2049.632460229413
2023-08-01,7293,철강,베트남,Export,286320587,
2023-09-01,7227,철강,베트남,Export,72467983,4021.0111036495377
2023-10-01,7279,철강,베트남,Import,0,1537.4317650609482
2023-11-01,7265,철강,베트남,Import,0,3414.169232576348
2023-12-01,7276,철강,베트남,Import,0,3806.0379209561447
2024-01-01,7230,철강,베트남,Import,0,
2024-02-01,7225,철강,베트남,Export,452325700,4202.588734978693
2024-03-01,7224,철강,베트남,Export,56265259,4174.4398322498955
2024-04-01,7236,철강,베트남,Export,206993336,3671.8020805152705
2024-05-01,7240,철강,베트남,Export,168136020,2816.347737960208
2024-06-01,7241,철강,베트남,Export,427063860,4792.39506673568
2024-07-01,7279,철강,베트남,Import,0,1981.808928116392
2024-08-01,7298,철강,베트남,Export,201050875,2452.2321488194198
2024-09-01,7248,철강,베트남,Import,0,2276.107428842431
2024-10-01,7229,철강,베트남,Export,295530080,4081.121723116441
2024-11-01,7290,철강,베트남,Import,0,4311.8263448978905
2024-12-01,7242,철강,베트남,Import,0,728.7967247249461
2025-01-01,7229,철강,베트남,Import,0,4377.011165671756
2025-02-01,7254,철강,베트남,Export,392370452,3401.1384943565668
2025-03-01,7262,철강,베트남,Export,400289174,1239.4525249421895
2025-04-01,7235,철강,베트남,Import,0,1461.4412997121708
2025-05-01,7248,철강,베트남,Export,487981783,
2025-06-01,7251,철강,베트남,Import,0,303.73690324830943
2025-07-01,7255,철강,베트남,Import,0,3299.453324875427
2025-08-01,7281,철강,베트남,Export,295733807,3678.086417010521
2025-09-01,7270,철강,베트남,Export,498317171,3532.115815866869
2025-10-01,7260,철강,베트남,Export,456556203,202.577177350993
2025-11-01,7298,철강,베트남,Export,418270134,1584.785784211947
2025-12-01,7258,철강,베트남,Export,341291462,1605.4709130538304
2021-01-01,8454,기계,베트남,Export,69019196,2964.261254971345
2021-02-01,8463,기계,베트남,Export,238696765,475.9418515791376
2021-03-01,8426,기계,베트남,Import,0,659.2858496171973
